Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FT,FTA,3P,3PA,2P,2PA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Ben Simmons,PG,24,PHI,58,58,1877,6.2,11.2,3.4,5.5,0.1,0.2,6.2,11.0,1.8,6.2,8.0,7.7,1.8,0.7,3.3,3.3,15.9
Anfernee Simons,SG,21,POR,64,0,1104,5.5,13.1,1.5,1.9,3.9,9.2,1.6,3.9,0.5,4.1,4.6,2.9,0.6,0.3,1.4,3.1,16.4
Deividas Sirvydis,SG,20,DET,20,0,133,3.8,10.8,0.8,1.6,2.7,7.6,1.1,3.2,0.0,7.8,7.8,1.4,0.5,0.0,1.4,2.4,11.1
Alen Smailagić,PF,20,GSW,15,1,84,4.7,11.6,0.9,2.6,1.7,4.3,3.0,7.3,2.6,4.3,6.9,1.7,1.3,2.1,2.1,4.7,12.0
,,,,,,,,,,,,,,,,,,,,,,,
Marcus Smart,PG,26,BOS,48,45,1581,4.6,11.6,2.9,3.7,2.1,6.4,2.5,5.2,0.8,3.0,3.8,6.2,1.6,0.5,2.2,2.9,14.3
Dennis Smith Jr.,PG,23,TOT,23,9,420,5.0,12.4,1.6,2.2,1.6,5.0,3.3,7.5,1.0,3.7,4.7,6.6,2.0,1.2,2.2,3.2,13.2
Dennis Smith Jr.,PG,23,NYK,3,0,28,2.6,12.9,6.4,7.7,0.0,5.1,2.6,7.7,0.0,2.6,2.6,3.9,3.9,0.0,1.3,5.1,11.6
Dennis Smith Jr.,PG,23,DET,20,9,392,5.1,12.4,1.3,1.8,1.7,5.0,3.4,7.4,1.1,3.8,4.9,6.8,1.8,1.3,2.3,3.0,13.3
Ish Smith,PG,32,WAS,44,1,924,5.0,11.6,0.7,1.3,0.7,1.9,4.3,9.7,0.9,5.0,5.8,6.7,1.2,0.5,1.6,2.4,11.5
Jalen Smith,PF,20,PHO,27,1,156,5.1,11.5,1.2,1.6,0.9,3.9,4.2,7.6,1.6,6.9,8.5,0.9,0.2,1.2,1.6,3.7,12.2
Tony Snell,SG,29,ATL,47,23,992,3.2,6.2,0.4,0.4,2.3,4.0,0.9,2.3,0.7,3.4,4.1,2.1,0.5,0.4,0.8,2.7,9.0
Ray Spalding,C,23,HOU,2,0,19,3.8,7.6,0.0,3.8,0.0,1.9,3.8,5.7,3.8,3.8,7.6,0.0,0.0,3.8,5.7,5.7,7.6
Cassius Stanley,SG,21,IND,24,0,93,5.0,16.6,2.7,3.5,1.2,5.0,3.9,11.6,3.1,4.6,7.7,0.4,0.4,0.8,0.4,5.4,13.9
Lamar Stevens,PF,23,CLE,40,0,499,4.5,9.8,2.7,3.7,0.3,1.8,4.2,8.0,1.7,5.2,6.9,1.8,1.2,0.9,1.7,3.8,11.9
Isaiah Stewart,C,19,DET,68,14,1455,5.6,10.1,1.6,2.3,0.5,1.6,5.1,8.6,3.9,7.3,11.2,1.5,1.0,2.1,1.7,4.6,13.3
Max Strus,SF,24,MIA,39,0,507,6.0,13.3,1.1,1.7,3.6,10.5,2.5,2.8,0.4,2.6,2.9,1.7,0.8,0.1,0.6,3.1,16.8
Edmond Sumner,SG,25,IND,53,24,861,6.2,11.8,2.8,3.5,1.5,3.7,4.7,8.1,0.8,3.2,3.9,2.0,1.4,0.4,2.1,3.7,16.7
Jae'Sean Tate,SF,25,HOU,70,58,2043,5.6,11.0,1.8,2.6,1.1,3.4,4.5,7.6,2.3,4.3,6.6,3.1,1.5,0.6,1.7,3.9,14.0
Jayson Tatum,SF,22,BOS,64,64,2290,9.5,20.7,4.6,5.3,2.9,7.6,6.6,13.1,0.8,6.6,7.4,4.3,1.2,0.5,2.7,1.9,26.6
Jeff Teague,PG,32,TOT,55,7,950,4.7,10.8,3.4,4.0,1.4,3.1,3.3,7.7,0.6,2.8,3.3,5.0,1.3,0.5,2.4,2.1,14.1
Jeff Teague,PG,32,BOS,34,5,616,4.6,11.0,3.0,3.6,1.5,3.3,3.0,7.7,0.6,2.7,3.3,4.3,1.5,0.4,2.3,2.5,13.6
Jeff Teague,PG,32,MIL,21,2,334,4.9,10.3,4.1,4.7,1.1,2.8,3.8,7.5,0.5,2.8,3.3,6.4,0.9,0.5,2.7,1.4,14.9
Garrett Temple,SG,34,CHI,56,25,1528,3.7,9.0,0.9,1.2,1.6,4.7,2.1,4.3,0.7,3.1,3.8,2.9,1.0,0.7,1.4,3.0,10.0
Tyrell Terry,PG,20,DAL,11,0,56,3.2,10.3,0.6,1.9,0.0,4.5,3.2,5.8,0.0,3.9,3.9,3.9,3.2,0.0,1.3,1.3,7.1
Daniel Theis,C,28,TOT,65,51,1601,5.7,10.5,1.7,2.5,1.1,3.4,4.6,7.1,2.1,5.9,8.0,2.4,0.9,1.3,1.5,3.8,14.1
Daniel Theis,C,28,BOS,42,37,1027,5.6,10.1,1.6,2.3,1.2,3.3,4.4,6.8,1.9,5.8,7.7,2.3,0.9,1.5,1.4,4.2,13.9
Daniel Theis,C,28,CHI,23,14,574,5.8,11.2,1.8,2.7,1.0,3.6,4.8,7.6,2.4,6.1,8.5,2.6,1.0,0.9,1.6,2.9,14.4
Brodric Thomas,SG,24,TOT,32,1,399,3.5,9.7,2.8,4.2,1.4,5.3,2.1,4.4,0.7,4.1,4.8,2.7,1.4,0.9,2.0,3.6,11.3
Brodric Thomas,SG,24,HOU,4,0,24,3.0,10.5,7.5,10.5,1.5,9.0,1.5,1.5,1.5,4.5,6.0,6.0,1.5,1.5,6.0,7.5,15.0
Brodric Thomas,SG,24,CLE,28,1,375,3.6,9.7,2.5,3.7,1.4,5.1,2.1,4.6,0.7,4.0,4.7,2.5,1.3,0.9,1.7,3.4,11.0
Isaiah Thomas,PG,31,NOP,3,0,48,6.8,20.3,1.5,1.5,2.3,9.0,4.5,11.3,0.7,2.3,3.0,3.7,0.7,0.0,4.5,2.3,17.2
Khyri Thomas,SG,24,HOU,5,2,153,7.5,15.5,2.1,2.1,2.1,6.4,5.4,9.2,1.6,2.6,4.2,5.9,2.1,1.4,1.4,1.9,19.3
,,,,,,,,,,,,,,,,,,,,,,,
Matt Thomas,SG,26,TOT,45,0,326,5.5,14.0,1.3,1.5,3.0,8.8,2.5,5.2,0.8,4.1,4.9,2.1,0.4,0.0,1.5,2.0,15.3
Matt Thomas,SG,26,TOR,26,0,192,4.5,11.6,1.1,1.3,3.2,7.7,1.3,3.9,0.6,3.4,3.9,1.7,0.4,0.0,1.1,1.9,13.3
Matt Thomas,SG,26,UTA,19,0,134,7.0,17.5,1.6,1.9,2.7,10.5,4.3,7.0,1.1,5.1,6.2,2.7,0.5,0.0,2.1,2.1,18.3
Tristan Thompson,PF,29,BOS,54,43,1287,4.7,9.1,2.0,3.4,0.0,0.1,4.7,9.0,4.7,7.6,12.3,1.9,0.7,0.9,1.7,3.3,11.4
Sindarius Thornwell,SG,26,TOT,21,1,217,2.5,7.6,0.7,1.3,1.2,3.8,1.3,3.8,0.5,2.5,3.0,3.5,2.2,0.3,1.2,2.5,6.8
Sindarius Thornwell,SG,26,NOP,14,1,73,3.5,10.4,0.0,1.0,1.5,4.4,2.0,5.9,0.5,2.0,2.5,2.0,2.5,0.5,2.0,1.5,8.4
Sindarius Thornwell,SG,26,ORL,7,0,144,2.0,6.2,1.0,1.5,1.0,3.5,1.0,2.7,0.5,2.7,3.2,4.2,2.0,0.2,0.7,3.0,6.0
Matisse Thybulle,SG,23,PHI,65,8,1298,2.8,6.7,0.2,0.5,1.2,4.0,1.6,2.8,0.8,2.6,3.4,1.7,2.9,2.0,0.9,3.5,7.1
Killian Tillie,C,22,MEM,18,1,182,3.8,11.3,1.8,2.2,2.0,6.5,1.8,4.7,1.2,3.6,4.7,1.6,1.0,1.6,0.4,4.0,11.3
Xavier Tillman Sr.,PF,22,MEM,59,12,1085,5.5,9.9,1.1,1.8,0.7,2.2,4.8,7.8,2.5,6.0,8.5,2.5,1.5,1.1,1.5,3.8,12.9
Anthony Tolliver,PF,35,PHI,11,0,99,1.5,6.2,1.8,2.2,1.5,5.1,0.0,1.1,1.1,2.5,3.6,0.7,1.1,0.7,1.1,2.5,6.2
Obi Toppin,PF,22,NYK,62,0,683,5.5,11.0,1.0,1.4,1.4,4.5,4.1,6.5,1.4,5.9,7.3,1.5,0.9,0.8,1.2,2.9,13.3
Juan Toscano-Anderson,SG,27,GSW,53,16,1107,3.9,6.8,0.7,1.0,1.2,3.0,2.7,3.8,0.9,6.7,7.6,4.9,1.3,0.8,2.0,3.6,9.8
Axel Toupane,SF,28,MIL,8,1,61,2.4,6.5,3.0,4.1,0.6,1.2,1.8,5.3,0.0,3.5,3.5,2.4,1.2,1.8,0.0,3.5,8.3
Karl-Anthony Towns,C,25,MIN,50,50,1689,9.1,18.7,5.7,6.6,2.6,6.7,6.5,11.9,2.8,8.4,11.3,4.8,0.8,1.2,3.4,4.0,26.4
Gary Trent Jr.,SG,22,TOT,58,38,1802,6.4,15.7,1.7,2.1,3.3,8.6,3.1,7.1,0.5,2.5,3.0,1.6,1.1,0.2,0.9,1.8,17.7
Gary Trent Jr.,SG,22,POR,41,23,1262,6.2,14.9,1.7,2.1,3.5,8.7,2.7,6.2,0.6,2.0,2.6,1.7,1.1,0.2,0.9,1.8,17.5
Gary Trent Jr.,SG,22,TOR,17,15,540,6.9,17.4,1.7,2.1,2.9,8.3,3.9,9.1,0.4,3.7,4.1,1.5,1.3,0.3,0.8,1.9,18.3
P.J. Tucker,PF,35,TOT,52,33,1356,1.8,4.7,0.6,0.7,1.1,3.2,0.7,1.5,1.4,4.1,5.4,1.6,1.0,0.5,1.1,3.3,5.1
P.J. Tucker,PF,35,HOU,32,32,959,1.8,4.9,0.7,0.9,1.0,3.2,0.8,1.7,1.2,4.3,5.6,1.7,1.1,0.7,1.2,3.4,5.3
P.J. Tucker,PF,35,MIL,20,1,397,1.6,4.2,0.3,0.5,1.2,3.0,0.5,1.2,1.6,3.4,5.1,1.5,0.9,0.2,0.6,3.1,4.7
Rayjon Tucker,PG,23,PHI,14,0,68,4.8,9.5,7.4,10.1,1.1,3.7,3.7,5.8,0.5,5.3,5.8,3.2,1.1,0.0,2.1,4.2,18.0
Myles Turner,C,24,IND,47,47,1455,5.1,10.7,2.7,3.5,1.7,5.1,3.4,5.6,1.6,6.0,7.6,1.2,1.0,3.9,1.7,4.1,14.6
Jonas Valančiūnas,C,28,MEM,62,61,1755,9.0,15.2,3.2,4.2,0.4,1.2,8.6,14.1,5.2,10.7,15.9,2.3,0.7,1.2,2.1,3.7,21.7
Denzel Valentine,SG,27,CHI,62,3,1036,5.4,14.5,0.6,0.6,2.8,8.4,2.6,6.0,0.8,6.0,6.8,3.6,1.0,0.2,1.5,2.4,14.1
Jarred Vanderbilt,PF,21,MIN,64,30,1139,4.5,7.5,1.8,3.2,0.0,0.2,4.5,7.3,3.7,7.9,11.6,2.4,2.0,1.5,1.7,3.9,10.9
Fred VanVleet,SG,26,TOR,52,52,1899,6.4,16.5,3.2,3.6,3.3,9.0,3.1,7.5,0.6,3.6,4.2,6.2,1.6,0.7,1.8,2.3,19.3
Anderson Varejão,C,38,CLE,5,0,36,4.0,16.0,5.0,9.0,0.0,1.0,4.0,15.0,7.0,13.0,20.0,3.0,0.0,2.0,1.0,3.0,13.0
,,,,,,,,,,,,,,,,,,,,,,,
Devin Vassell,SF,20,SAS,62,7,1056,4.2,10.3,1.5,1.7,1.8,5.1,2.4,5.2,0.8,5.1,5.9,1.9,1.5,0.6,0.7,3.0,11.6
Gabe Vincent,PG,24,MIA,50,7,655,4.8,12.8,1.1,1.3,2.5,8.2,2.3,4.6,0.5,2.5,3.1,3.7,1.2,0.1,1.9,4.3,13.3
Noah Vonleh,PF,25,BRK,4,0,11,0.0,9.8,0.0,0.0,0.0,6.5,0.0,3.3,0.0,3.3,3.3,3.3,0.0,0.0,6.5,6.5,0.0
Nikola Vučević,C,30,TOT,70,70,2348,10.2,21.4,2.0,2.4,2.7,6.7,7.5,14.7,2.2,10.3,12.5,4.1,1.0,0.7,1.9,2.1,25.1
Nikola Vučević,C,30,ORL,44,44,1500,10.5,21.8,2.2,2.6,2.8,6.9,7.7,14.9,2.1,10.3,12.4,4.0,1.0,0.7,2.0,1.9,25.9
Nikola Vučević,C,30,CHI,26,26,848,9.8,20.7,1.7,2.0,2.5,6.5,7.3,14.3,2.5,10.2,12.7,4.3,1.0,0.8,1.8,2.5,23.7
Dean Wade,PF,24,CLE,63,19,1212,4.0,9.2,0.9,1.2,2.3,6.3,1.7,2.9,1.1,5.3,6.4,2.2,1.0,0.6,0.9,2.3,11.2
Moritz Wagner,C,23,TOT,45,24,722,5.2,11.4,3.5,4.3,1.5,4.5,3.6,6.9,1.3,5.9,7.3,2.5,1.3,0.9,2.1,5.4,15.5
Moritz Wagner,C,23,WAS,25,13,375,6.0,11.7,3.9,5.0,1.2,4.0,4.7,7.7,1.2,5.8,7.0,3.1,2.1,0.8,2.0,6.0,17.1
Moritz Wagner,C,23,BOS,9,1,61,2.4,8.3,0.6,1.2,1.2,3.5,1.2,4.7,1.8,9.4,11.2,3.5,0.0,0.6,5.3,5.9,6.5
Moritz Wagner,C,23,ORL,11,10,286,4.8,11.7,3.7,4.2,2.0,5.4,2.8,6.3,1.4,5.4,6.8,1.5,0.5,1.1,1.6,4.5,15.2
Kemba Walker,PG,30,BOS,43,43,1369,7.5,17.8,3.5,3.9,3.3,9.3,4.1,8.5,0.4,4.0,4.5,5.6,1.3,0.3,2.3,1.6,21.8
Lonnie Walker,SG,22,SAS,60,38,1522,6.1,14.4,1.3,1.7,2.4,6.7,3.7,7.7,0.3,3.3,3.7,2.4,0.7,0.4,1.5,2.4,15.8
John Wall,PG,30,HOU,40,40,1288,8.2,20.3,4.4,5.9,2.2,7.0,6.0,13.3,0.5,3.1,3.6,7.7,1.2,0.9,3.9,1.3,23.0
Brad Wanamaker,PG,31,TOT,61,0,1053,3.9,10.2,3.1,3.5,0.5,2.9,3.4,7.3,0.6,3.0,3.6,5.9,1.5,0.4,2.4,3.2,11.5
Brad Wanamaker,PG,31,GSW,39,0,625,3.5,10.0,2.9,3.2,0.7,3.5,2.8,6.5,0.5,3.3,3.8,5.7,1.5,0.3,2.1,3.2,10.7
Brad Wanamaker,PG,31,CHO,22,0,428,4.5,10.6,3.4,3.8,0.3,2.0,4.3,8.6,0.8,2.4,3.3,6.3,1.4,0.4,2.9,3.3,12.7
T.J. Warren,SF,27,IND,4,4,117,8.3,15.7,2.5,3.1,0.0,2.2,8.3,13.5,0.6,3.7,4.3,1.5,0.6,0.0,1.2,4.9,19.1
P.J. Washington,PF,22,CHO,64,61,1954,5.6,12.6,2.0,2.7,2.1,5.3,3.5,7.3,1.7,6.0,7.7,3.0,1.3,1.5,2.4,3.2,15.2
Yuta Watanabe,SF,26,TOR,50,4,723,3.9,9.0,1.2,1.4,1.8,4.5,2.1,4.5,1.8,6.1,7.9,2.0,1.3,0.9,0.9,2.8,10.9
Tremont Waters,PG,23,BOS,26,3,238,5.1,12.7,2.4,2.6,2.3,5.7,2.9,7.0,0.8,2.4,3.2,9.4,2.3,0.2,4.1,2.6,15.0
Paul Watson,SF,26,TOR,27,2,297,4.6,9.9,0.6,1.0,3.6,7.8,1.0,2.2,0.5,5.0,5.5,2.1,0.7,0.4,1.1,4.4,13.5
Quinndary Weatherspoon,SG,24,SAS,20,0,121,4.8,10.4,3.9,4.8,0.3,1.8,4.5,8.6,0.9,2.4,3.3,2.4,2.4,0.6,3.0,5.4,13.7
Russell Westbrook,PG,32,WAS,65,65,2369,8.3,18.8,4.1,6.3,1.3,4.1,7.0,14.7,1.7,9.7,11.4,11.6,1.4,0.3,4.7,2.9,22.0
Coby White,PG,20,CHI,69,54,2156,6.3,15.1,2.1,2.4,2.7,7.6,3.5,7.5,0.5,4.3,4.7,5.5,0.6,0.3,2.6,3.0,17.4
Derrick White,SG,26,SAS,36,32,1064,6.3,15.3,3.3,3.9,2.8,8.2,3.5,7.1,0.4,3.2,3.6,4.3,0.9,1.2,1.5,3.1,18.7
Hassan Whiteside,C,31,SAC,36,4,546,8.3,14.8,2.7,5.2,0.0,0.1,8.3,14.7,4.0,10.2,14.2,1.3,0.6,3.0,2.6,4.8,19.3
,,,,,,,,,,,,,,,,,,,,,,,
Greg Whittington,PF,27,DEN,4,0,12,0.0,9.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Wiggins,PF,25,GSW,71,71,2364,7.7,16.1,2.6,3.6,2.1,5.6,5.6,10.5,1.2,4.0,5.3,2.5,1.0,1.1,1.9,2.4,20.1
Grant Williams,PF,22,BOS,63,9,1138,3.4,7.8,0.9,1.6,1.5,4.1,1.9,3.7,1.5,4.1,5.6,2.0,1.0,0.8,1.8,5.1,9.3
Kenrich Williams,PF,26,OKC,66,13,1426,5.5,10.4,0.9,1.6,1.3,3.0,4.2,7.4,2.1,4.8,6.9,3.8,1.4,0.4,1.9,3.6,13.3
Lou Williams,PG,34,TOT,66,4,1423,6.7,16.3,3.8,4.4,1.7,4.4,5.0,12.0,0.5,3.0,3.5,5.7,1.2,0.2,2.7,1.6,18.9
Lou Williams,PG,34,LAC,42,3,918,7.1,16.9,4.0,4.7,1.8,4.7,5.3,12.2,0.6,2.9,3.5,5.6,1.5,0.2,2.6,1.6,20.0
Lou Williams,PG,34,ATL,24,1,505,6.0,15.4,3.4,3.8,1.7,3.8,4.3,11.5,0.4,3.1,3.6,5.8,0.6,0.1,3.0,1.4,17.0
Patrick Williams,PF,19,CHI,71,71,1983,4.6,9.6,1.7,2.3,1.0,2.5,3.6,7.1,1.2,4.7,5.9,1.8,1.2,0.8,1.8,2.3,11.9
Robert Williams,C,23,BOS,52,13,985,6.8,9.4,1.6,2.7,0.0,0.1,6.8,9.4,4.9,8.2,13.1,3.4,1.6,3.3,1.9,3.8,15.2
Zion Williamson,PF,20,NOP,61,61,2026,11.3,18.4,6.6,9.4,0.2,0.6,11.1,17.8,3.0,4.9,7.8,4.0,1.0,0.7,3.0,2.4,29.3
D.J. Wilson,PF,24,TOT,35,1,433,5.7,14.0,1.4,2.1,2.5,7.2,3.2,6.7,1.7,7.6,9.3,1.9,0.9,1.3,1.8,3.7,15.2
D.J. Wilson,PF,24,MIL,12,0,105,5.5,14.7,0.3,0.7,3.4,9.6,2.1,5.1,1.0,7.5,8.6,1.0,0.3,1.4,1.4,4.5,14.7
D.J. Wilson,PF,24,HOU,23,1,328,5.7,13.7,1.8,2.5,2.2,6.5,3.5,7.2,1.9,7.7,9.5,2.2,1.1,1.3,2.0,3.4,15.4
Dylan Windler,SF,24,CLE,31,0,513,4.0,9.1,1.5,1.9,1.8,5.4,2.2,3.7,1.4,6.1,7.5,2.3,1.3,0.8,2.2,2.6,11.3
Justise Winslow,SF,24,MEM,26,1,507,5.3,14.9,1.4,2.5,0.7,3.8,4.5,11.1,1.3,7.1,8.4,3.6,1.1,0.9,2.6,3.3,12.6
Cassius Winston,PG,22,WAS,22,0,98,5.1,12.1,1.8,2.2,2.9,6.2,2.2,5.9,0.0,3.3,3.3,4.4,0.7,0.4,1.8,2.9,15.1
James Wiseman,C,19,GSW,39,27,836,8.2,15.8,2.3,3.7,0.5,1.6,7.7,14.2,2.4,7.4,9.7,1.1,0.5,1.6,2.6,5.2,19.3
Christian Wood,C,25,HOU,41,41,1326,8.9,17.4,3.4,5.4,2.1,5.6,6.8,11.8,2.1,8.7,10.7,1.9,0.9,1.3,2.2,2.4,23.3
Robert Woodard,SF,21,SAC,13,0,45,6.4,16.0,2.4,6.4,0.8,4.8,5.6,11.2,3.2,9.6,12.8,1.6,0.0,2.4,0.8,3.2,16.0
Delon Wright,SG-PG,28,TOT,63,39,1748,4.9,10.7,2.1,2.6,1.3,3.5,3.6,7.1,1.3,4.2,5.5,5.7,2.1,0.6,1.7,1.5,13.3
Delon Wright,SG,28,DET,36,31,1052,4.7,10.0,2.4,3.1,1.1,3.0,3.6,7.0,1.3,4.3,5.6,6.2,2.0,0.7,1.6,1.5,12.8
Delon Wright,PG,28,SAC,27,8,696,5.4,11.6,1.6,1.9,1.7,4.3,3.7,7.3,1.4,4.0,5.4,5.0,2.2,0.6,1.8,1.6,14.0
Thaddeus Young,PF,32,CHI,68,23,1652,8.1,14.4,1.5,2.5,0.3,1.0,7.8,13.4,3.7,5.6,9.2,6.3,1.6,0.9,3.0,3.3,17.9
Trae Young,PG,22,ATL,63,63,2125,8.3,18.8,8.2,9.2,2.3,6.7,5.9,12.1,0.6,3.5,4.2,10.1,0.9,0.2,4.4,1.9,27.0
Cody Zeller,C,28,CHO,48,21,1005,6.5,11.6,3.0,4.3,0.1,1.0,6.3,10.6,4.3,7.5,11.7,3.1,1.0,0.6,1.8,4.3,16.2
Ivica Zubac,C,23,LAC,72,33,1609,5.8,8.8,3.0,3.8,0.0,0.1,5.7,8.7,4.2,7.4,11.6,2.0,0.5,1.4,1.8,4.2,14.5
